price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,lat,long
812000,4,2,2380,6122,1,0,2,4,8,1310,1070,1949,47.6506,-122.405
464000,5,2.5,3400,8970,1,0,0,4,8,1700,1700,1959,47.7358,-122.335
950000,4,2.5,3770,35081,2,0,0,3,10,3770,0,1989,47.6908,-122.051
700000,4,2.5,2672,4297,2,0,0,3,8,2020,652,2005,47.6955,-122.289
435000,3,1,1180,4219,1,0,0,3,7,1060,120,1939,47.6867,-122.378
229500,3,1.5,1810,14400,1,0,0,4,7,1810,0,1954,47.2887,-122.269
1.58E+06,3,3,2610,22672,1.5,1,4,4,8,2610,0,1952,47.4414,-122.354
265000,3,2.25,1450,13439,1,0,0,4,7,1180,270,1963,47.2811,-122.299
995000,2,2,1600,64468,1,0,0,3,7,1600,0,1950,47.7344,-122.143
590000,3,2.5,2650,9380,1,0,0,5,8,1680,970,1975,47.7756,-122.273
740000,4,2.75,2490,17833,2,0,2,3,9,1490,1000,1979,47.7206,-122.284
360000,2,0.75,850,7710,1,0,2,5,6,550,300,1909,47.5588,-122.301
548500,4,2,1820,7200,1,0,0,3,7,1300,520,1976,47.5161,-122.388
599000,3,1.75,1960,4788,1,0,0,4,7,1090,870,1920,47.6746,-122.312
615000,3,1.75,2350,20820,1,0,0,4,8,1800,550,1978,47.6095,-122.059
292000,3,1.75,1320,6600,1,0,0,3,7,1320,0,1988,47.4838,-122.33
899000,4,2.5,3720,30649,2,0,0,3,10,3720,0,1988,47.6651,-122.056
500000,3,1.5,2210,6500,1,0,0,4,7,1030,1180,1912,47.5434,-122.388
580000,3,2.5,1910,11550,1.5,0,0,3,8,1910,0,2003,47.6213,-122.064
580000,4,2.5,2840,6268,2,0,0,3,9,2840,0,1998,47.7386,-122.235
594000,3,1,1320,5000,1,0,0,4,7,1090,230,1920,47.6674,-122.365
500000,3,2.5,2440,7600,1,0,0,3,7,1420,1020,1981,47.6966,-122.127
550000,4,2.5,2420,8056,1,0,0,3,8,1680,740,1988,47.5748,-122.013
275000,3,1.75,1180,6260,1,0,0,4,8,1180,0,1993,47.3531,-122.048
390000,3,2.25,1820,7420,2,0,0,4,8,1820,0,1983,47.4368,-122.162
1.25E+06,3,3,3760,8500,2.5,0,3,4,10,3060,700,1910,47.5815,-122.398
250000,3,2.25,1560,15340,2,0,0,3,7,1560,0,1997,47.4989,-122.322
405000,2,2.5,1790,5400,2,0,0,4,8,1790,0,1979,47.6606,-122.128
213950,3,1,1430,7000,1,0,0,3,6,1430,0,1968,47.3018,-122.369
232000,3,1.5,1390,11340,1,0,0,4,7,1390,0,1963,47.3984,-122.186
207000,3,1,990,10800,1,0,0,4,6,990,0,1959,47.293,-122.215
310000,3,1.75,1880,30346,1,0,0,3,8,1880,0,1988,47.3515,-122.291
540000,3,2.5,2520,5000,3,0,0,3,9,2520,0,1990,47.5664,-122.359
750000,4,1.5,2060,4000,1.5,0,2,3,7,1580,480,1920,47.6857,-122.353
392500,4,2.5,2150,7303,2,0,0,3,8,2150,0,2005,47.5109,-122.183
305000,5,2.5,2500,12220,1,0,0,3,8,1690,810,1962,47.3335,-122.325
735000,3,2.5,2390,9157,2,0,0,3,9,2390,0,1984,47.6617,-122.15
575000,4,2.5,2400,6137,2,0,0,3,8,2400,0,1990,47.6187,-122.04
175000,2,1,660,5000,1,0,0,3,6,660,0,1915,47.5664,-122.364
291000,4,2.5,1580,6633,2,0,0,4,7,1580,0,1984,47.3768,-122.118
791500,4,2.5,3250,8970,2,0,0,3,10,3250,0,1994,47.5862,-122.037
475000,3,2,1880,9659,1,0,0,3,8,1180,700,1951,47.7497,-122.284
238950,2,1,1190,11400,1,0,0,3,7,1190,0,1951,47.5012,-122.265
470000,3,3.5,1280,1257,2,0,0,3,8,1040,240,2000,47.6721,-122.374
420000,4,1.75,2380,15324,1,0,0,3,8,1610,770,1978,47.6262,-122.049
440000,3,2.5,2040,7605,2,0,0,3,8,2040,0,1996,47.4876,-121.779
656000,4,1.75,1440,4300,1.5,0,0,4,8,1290,150,1929,47.6846,-122.372
559950,3,2.5,2120,4310,2,0,0,3,7,2120,0,2001,47.687,-122.037
600000,2,2,990,5416,1,0,0,3,6,990,0,1935,47.604,-122.311
255000,3,1,1710,12000,1,0,0,4,7,1710,0,1972,47.2616,-122.281
210750,4,1.5,1840,7076,1.5,0,0,3,7,1840,0,1957,47.5185,-122.345
485000,4,1,1150,2560,1.5,0,0,3,7,1150,0,1909,47.6368,-122.355
390000,3,2.5,2250,8076,2,0,0,3,8,2250,0,1995,47.3667,-122.041
405000,3,2.5,2460,12600,1,0,0,4,8,1810,650,1970,47.473,-122.118
462500,4,1,1540,4500,1.5,0,0,2,7,1540,0,1905,47.587,-122.384
435000,4,2.25,2210,14073,1,0,0,3,8,1630,580,1978,47.4774,-122.142
440000,3,2.5,1440,5434,2,0,0,3,7,1440,0,2003,47.6818,-122.034
299950,3,1.75,1790,7650,1,0,3,3,9,1790,0,1978,47.3213,-122.385
440000,2,1.5,1120,1024,2,0,0,3,8,1120,0,1970,47.6175,-122.298
312620,3,2.5,1260,11877,1,0,0,3,7,1260,0,1975,47.4442,-121.762
372500,3,1.5,1180,12324,1,0,0,3,7,800,380,1981,47.6337,-122.032
297262,3,2.5,1730,8076,2,0,0,3,8,1730,0,1994,47.2619,-122.308
735000,4,3,2250,7245,1,0,0,4,7,1250,1000,1963,47.6045,-122.169
430000,3,1.5,1550,5034,2,0,0,4,7,1550,0,1922,47.7072,-122.36
241000,2,1.75,1070,9750,1.5,0,0,3,7,1070,0,1995,47.7131,-121.319
201000,3,1,1460,9750,1,0,0,4,7,1460,0,1969,47.3242,-122.144
570000,2,1,1060,4000,1,0,0,4,7,1060,0,1910,47.6731,-122.315
538000,4,1.75,1840,9600,1,0,0,3,7,1220,620,1967,47.6579,-122.125
729000,3,2.5,2440,4244,2,0,0,3,8,2440,0,2011,47.7057,-122.112
331500,4,1.75,1700,14756,1,0,0,3,7,850,850,1955,47.5762,-122.143
110700,2,1,680,8064,1,0,0,3,6,680,0,1941,47.469,-122.298
245000,3,2,1700,8448,1,0,0,3,7,1700,0,1996,47.2077,-122.011
427000,3,1.75,2000,7111,1,0,0,4,7,1360,640,1956,47.7676,-122.373
650500,4,1.75,2340,5940,1,0,0,3,8,1290,1050,1953,47.6789,-122.281
335900,2,1,1120,7440,1,0,0,4,7,1120,0,1939,47.7405,-122.323
535000,2,2,1510,5133,1.5,0,0,3,7,1510,0,1939,47.6415,-122.401
360000,5,2,2120,2400,1,0,0,4,6,1080,1040,1906,47.5979,-122.297
294900,3,2.25,1500,8100,1,0,0,3,7,1210,290,1968,47.4632,-122.19
460000,2,1,1030,5934,1,0,0,4,7,1030,0,1928,47.6828,-122.287
1.77E+06,4,3.5,5440,38900,2,0,0,3,12,5440,0,1990,47.6605,-122.069
463000,2,1,1150,4400,1,0,0,4,7,1150,0,1905,47.6226,-122.292
332000,5,1.5,2420,43560,1,0,2,3,8,1500,920,1962,47.208,-121.963
199500,4,2,1750,8116,1,0,0,4,5,1750,0,1943,47.5097,-122.181
247000,4,2,1750,8116,1,0,0,4,5,1750,0,1943,47.5097,-122.181
442500,4,2.5,2170,14024,2,0,0,3,8,2170,0,1992,47.7346,-121.97
600000,3,2,2540,237402,1,0,0,3,9,2540,0,2007,47.2688,-122.024
449000,3,2.5,1690,3827,2,0,0,3,7,1690,0,2005,47.6768,-122.029
725000,4,1,1600,4500,1.5,0,0,4,7,1600,0,1926,47.6804,-122.316
215000,3,1,1060,7900,1,0,0,3,7,1060,0,1961,47.4604,-122.18
582500,2,1.75,1990,6549,1,0,0,3,7,1170,820,1948,47.7,-122.296
305000,4,2.25,2210,9371,2,0,0,4,8,2210,0,1968,47.3634,-122.279
734000,4,2.75,3090,7650,2,0,2,3,8,2340,750,1959,47.3622,-122.157
300000,3,2,1050,10072,1,0,0,3,7,1050,0,1986,47.7341,-121.976
525888,5,1.75,2550,71874,1,0,0,5,7,1810,740,1960,47.4845,-122.08
711000,4,2.5,2095,4400,1.5,0,0,5,8,1295,800,1910,47.5838,-122.39
360000,3,1.75,1520,12282,1,0,0,3,8,1220,300,1978,47.7516,-122.299
357000,5,2.5,2750,12350,2,0,0,3,8,2750,0,1987,47.419,-122.206
235000,3,1.75,1200,9266,1,0,0,4,7,1200,0,1960,47.314,-122.208
550000,3,1.75,1830,9720,1,0,1,3,7,1150,680,1928,47.5511,-122.23
324000,3,1,1160,7202,1,0,0,4,7,1160,0,1957,47.7675,-122.334
420000,3,2,1750,9239,1,0,0,3,8,1410,340,1989,47.7583,-122.339
450000,4,2.5,2400,7693,2,0,0,3,8,2400,0,2003,47.4881,-122.142
825000,5,3.5,4140,6770,2,0,0,3,9,3030,1110,2004,47.5381,-122.069
272000,4,2.25,2115,6234,2,0,0,3,7,2115,0,1998,47.285,-122.201
481000,3,2,2580,15653,1.5,0,0,3,9,2580,0,1990,47.4561,-122.361
500000,3,1,1220,3400,1,0,0,3,7,1060,160,1927,47.6775,-122.363
448000,2,1.5,1630,3780,1,0,0,4,7,890,740,1940,47.6711,-122.403
480000,2,2,1350,4220,1,0,0,3,8,1350,0,2004,47.718,-122.034
475000,3,2.5,1690,2890,2,0,0,3,7,1690,0,2004,47.6802,-122.031
472500,2,2.25,1700,2383,2,0,0,3,8,1700,0,2005,47.547,-121.997
291000,4,2.25,1890,7616,1,0,0,4,8,1260,630,1979,47.3275,-122.329
294000,2,1,850,5250,1,0,0,4,7,850,0,1950,47.731,-122.342
1.01E+06,4,2.5,2480,12688,1,0,0,4,9,1820,660,1967,47.6344,-122.205
442500,3,2.5,1690,3129,2,0,0,3,7,1690,0,2002,47.6875,-122.043
170000,2,1,810,8424,1,0,0,4,6,810,0,1959,47.3286,-122.346
1.58E+06,4,2.5,3980,16304,1,0,1,3,10,2480,1500,1968,47.639,-122.21
665000,3,2.25,2580,6000,2,0,0,3,8,1780,800,1925,47.5778,-122.289
1.61E+06,5,4.5,6085,142725,3,0,0,3,11,6085,0,2000,47.6085,-121.952
675000,2,1.75,2140,5000,1,0,0,3,7,1000,1140,1930,47.6284,-122.291
279900,2,1.75,1360,10000,1,0,0,3,6,1360,0,1957,47.7421,-121.982
875000,4,1.5,1800,3245,1.5,0,0,4,8,1800,0,1929,47.6605,-122.331
571000,3,2.5,1920,3867,2,0,0,3,8,1920,0,2005,47.5538,-121.994
320000,3,1,860,5060,1.5,0,0,3,7,860,0,1927,47.7062,-122.341
525000,3,2.5,2340,35021,1,0,0,3,9,2340,0,1986,47.3988,-122.028
1.65E+06,8,2.75,4040,20666,1,0,0,4,9,2020,2020,1962,47.634,-122.221
137900,3,1.75,1160,5082,1,0,0,3,6,580,580,1942,47.503,-122.262
440000,3,2.25,1680,57063,2,0,0,4,8,1680,0,1989,47.4669,-121.765
360000,3,1,1280,3870,1,0,0,3,7,640,640,1945,47.6163,-122.294
271000,4,1.5,1800,9576,1,0,0,4,7,1800,0,1977,47.4664,-121.747
465000,6,3.25,4250,23326,1,0,3,3,10,2150,2100,1967,47.34,-122.327
280000,4,2.5,2400,4596,2,0,0,3,8,2400,0,2004,47.3358,-122.265
283000,2,1,940,6350,1,0,0,4,5,940,0,1942,47.698,-122.357
411500,3,1,1110,7208,1,0,0,3,7,1110,0,1980,47.6979,-122.124
282000,3,2.25,2420,7548,1,0,0,4,8,1370,1050,1967,47.3112,-122.376
535000,3,2.5,1850,1499,2.5,0,0,3,9,1790,60,2005,47.6475,-122.396
554729,4,2.5,2020,4350,2,0,0,5,9,1730,290,1943,47.6503,-122.41
868000,4,2.5,2020,4350,2,0,0,5,9,1730,290,1943,47.6503,-122.41
427000,3,2.5,1830,65340,1,0,0,3,8,1520,310,1991,47.4553,-121.75
455000,4,1.75,1920,6000,1,0,0,4,7,960,960,1954,47.7137,-122.315
595000,2,1.75,1280,8500,1,0,0,3,7,1280,0,1953,47.6553,-122.19
400000,4,2.5,3130,5240,2,0,0,3,8,3130,0,2004,47.3446,-122.042
770000,4,2.5,3920,12415,2,0,0,3,10,3920,0,1997,47.5658,-122.032
742500,4,2.75,3100,3773,2,0,0,3,8,2000,1100,1919,47.6158,-122.291
1.25E+06,4,2.5,3220,15600,1,0,0,5,9,1680,1540,1973,47.5697,-122.182
375000,3,2,1670,13775,1,0,0,3,8,1670,0,1968,47.4873,-121.783
1.56E+06,4,2.5,2700,17853,2,0,0,4,9,2700,0,1960,47.6463,-122.219
545000,4,2,5461,22880,1,0,0,4,9,3265,2196,1964,47.3557,-122.29
1.05E+06,4,3.25,4400,16625,2,0,0,3,11,4400,0,2003,47.5868,-121.968
1.57E+06,3,1.75,2190,8500,1,0,0,4,9,2190,0,1957,47.64,-122.285
178000,4,1.5,1200,11163,1.5,0,0,4,6,1200,0,1970,47.3024,-122.106
262500,3,1.75,1470,10390,1,0,0,3,7,1470,0,1989,47.4192,-122.201
730000,3,1.75,1650,5000,1.5,0,0,4,8,1650,0,1900,47.6743,-122.371
395000,5,1.75,1840,10453,1,0,2,3,8,1360,480,1948,47.4508,-122.368
355000,3,1,1210,6650,1,0,0,3,6,1210,0,1959,47.6214,-122.12
299990,3,2.5,1870,8541,2,0,0,3,8,1870,0,1989,47.2925,-122.346
1.13E+06,4,3.25,3890,422096,1.5,0,0,3,9,3150,740,2001,47.4125,-121.982
425000,4,2.25,2660,11200,2,0,0,4,8,2660,0,1972,47.4722,-122.131
349000,2,1,1150,7552,1,0,0,3,7,1150,0,1951,47.7215,-122.323
554950,4,1.75,1740,4816,1,0,0,5,7,870,870,1942,47.5758,-122.382
326000,6,3,2580,8064,1.5,0,0,3,7,1880,700,1913,47.5549,-122.287
580000,4,1.75,1720,6975,1,0,0,3,8,1420,300,1975,47.6506,-122.121
699000,3,2.5,2740,18455,2,0,1,4,10,1510,1230,1977,47.5585,-122.215
757000,3,2.75,2610,11290,1,0,0,3,7,1630,980,1985,47.6632,-122.201
335000,3,1.75,1400,7920,1,0,0,3,7,1400,0,1965,47.7312,-122.202
660000,3,2,2570,28500,1,0,0,3,9,1970,600,1983,47.7318,-122.138
540000,4,2.75,2830,7334,2,0,0,3,8,2830,0,2005,47.4868,-122.141
320000,5,2.25,2630,8625,2,0,0,3,8,2630,0,1966,47.3619,-122.287
280000,3,2.5,1580,7918,2,0,0,3,7,1580,0,1994,47.4431,-122.19
324000,3,2,1540,10931,1,0,3,3,7,1540,0,1989,47.495,-121.776
300000,3,1,2120,7735,1,0,0,4,7,1060,1060,1967,47.4869,-122.123
360000,3,1.75,1830,10000,2,0,0,4,7,1830,0,1913,47.741,-121.979
600000,3,2.5,2260,10153,2,0,0,3,10,2260,0,1987,47.641,-122.068
950000,4,1.75,2500,92347,1,0,0,4,8,1500,1000,1970,47.5345,-122.216
599950,3,3.25,1830,1804,3,0,0,3,8,1830,0,2014,47.6945,-122.377
190000,4,1,1190,7920,1,0,0,3,6,890,300,1951,47.5305,-122.371
350000,4,1.75,2310,9002,1,0,0,3,7,1780,530,1970,47.731,-122.166
522000,3,1,1230,4600,1.5,0,0,3,7,1230,0,1929,47.5616,-122.392
850000,3,2.5,2940,10809,2,0,0,3,10,2940,0,1992,47.5418,-122.136
308000,3,1,1010,8800,1,0,0,4,7,1010,0,1954,47.5483,-122.278
1.02E+06,6,2.25,2550,5000,2,0,0,4,7,2550,0,1907,47.6785,-122.396
397500,3,1,1480,5100,1.5,0,0,3,7,1480,0,1938,47.6915,-122.348
186000,3,1.75,1460,7967,1,0,0,3,7,1040,420,1977,47.3199,-122.374
436500,5,3,3110,12429,1,0,0,3,8,1790,1320,1977,47.7463,-122.213
710000,3,2,2140,4923,1,0,0,4,8,1070,1070,1928,47.6902,-122.339
1.38E+06,5,3.25,3450,6360,2,0,0,5,9,1860,1590,1905,47.6133,-122.287
450000,3,2.25,1960,10682,1,0,0,3,7,1960,0,1957,47.6319,-122.124
375000,4,2.75,1890,5240,1,0,0,3,7,980,910,1981,47.5528,-122.356
315000,2,1,2080,14659,1,0,0,3,7,1040,1040,1960,47.4858,-122.231
467500,3,1,1700,4165,1.5,0,0,3,7,1700,0,1918,47.5569,-122.277
330000,3,1,1140,7316,1,0,0,3,6,1140,0,1959,47.527,-122.362
665000,3,2.5,3136,54450,1.5,0,0,5,8,3136,0,1910,47.3999,-122.472
760000,4,3.25,2590,3889,3,0,0,3,9,2590,0,2013,47.6259,-122.142
469000,3,1.75,1480,800,2,0,0,3,8,1000,480,2014,47.5493,-122.387
408000,3,3,1500,1473,2,0,0,3,8,1120,380,2000,47.6063,-122.305
851000,3,2.75,2660,10350,1,0,4,4,8,1330,1330,1971,47.5868,-122.116
410000,2,2,1350,3926,1,0,0,3,8,1350,0,2007,47.7192,-122.024
235000,2,1,860,10500,1,0,0,3,6,860,0,1943,47.5662,-121.886
207100,2,1,1000,4500,1,0,0,3,6,1000,0,1916,47.4896,-122.204
560000,4,2.5,2480,16360,1,0,0,5,7,1510,970,1959,47.7638,-122.265
903000,3,2.75,3860,12786,2,0,0,4,10,3860,0,1984,47.549,-122.141
998500,3,1.75,2140,4800,2,0,0,3,8,1690,450,1905,47.6311,-122.312
268500,4,1.75,1820,13600,1.5,0,0,3,7,1120,700,1959,47.3743,-122.295
494950,2,1.75,2220,33000,1,0,0,4,8,2220,0,1970,47.7403,-122.129
1.13E+06,4,2.5,2660,11200,2,0,0,3,9,2660,0,1999,47.5894,-122.197
250000,3,2,1470,12096,1,0,0,4,6,1470,0,1942,47.3734,-122.193
449000,4,1.75,2350,54450,1,0,0,4,7,1250,1100,1971,47.4816,-122.005
1.23E+06,3,2.25,2980,7700,1,0,0,3,9,2530,450,1964,47.6336,-122.29
325000,4,2,1870,7700,1,0,0,3,8,1870,0,1966,47.4619,-122.196
506000,5,3,2430,8000,1,0,0,4,7,1370,1060,1957,47.603,-122.12
751000,4,2.5,2790,6538,2,0,0,3,9,2790,0,2003,47.5349,-122.066
280000,3,2.5,1370,22326,2,0,0,3,7,1370,0,1993,47.4469,-121.775
1.12E+06,4,2.25,4470,60373,2,0,0,3,11,4470,0,1988,47.7289,-122.127
580000,3,1.75,2040,81021,1,0,0,3,8,2040,0,1980,47.6536,-122.045
665000,4,2.25,2340,5300,1,0,0,5,8,1700,640,1963,47.6202,-122.112
450000,4,2.5,2520,8515,2,0,0,3,7,2520,0,1999,47.7233,-121.959
389900,4,1,1710,117176,1.5,0,0,4,6,1710,0,1942,47.4497,-122.212
427000,3,1,1200,5252,1,0,0,3,7,1200,0,1962,47.6075,-122.134
265000,3,1.75,1330,12618,1,0,3,3,7,1330,0,1983,47.4403,-122.271
398000,3,1.5,1310,2996,2,0,0,3,7,1310,0,1998,47.5879,-122.299
354000,6,3.5,3020,4500,2,0,0,3,7,3020,0,1941,47.498,-122.225
339950,4,2.5,2260,6086,2,0,0,3,8,2260,0,1999,47.3642,-122.174
399000,2,1,790,4000,1,0,0,3,6,790,0,1948,47.6844,-122.289
325000,2,2,970,5000,1,0,0,3,7,970,0,1983,47.7223,-122.16
998800,3,2,2250,8000,1,0,2,4,9,2250,0,1955,47.7077,-122.378
350000,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,1914,47.5766,-122.309
1.00E+06,4,1.75,1780,11436,1,0,0,5,9,1780,0,1967,47.6273,-122.194
561000,3,2.5,2120,5277,2,0,0,3,7,2120,0,2005,47.6811,-122.034
245000,2,1,1500,6685,1,0,0,3,7,1190,310,1926,47.7186,-122.354
570000,2,1,1500,6685,1,0,0,3,7,1190,310,1926,47.7186,-122.354
845000,4,3,2390,4000,1.5,0,0,5,8,1460,930,1931,47.6857,-122.331
314500,4,2.5,2390,9600,2,0,0,3,7,2390,0,1996,47.3289,-122.001
650000,3,1.75,2920,9370,1,0,0,4,8,1620,1300,1981,47.5491,-122.151
298000,2,1,850,5000,1,0,0,3,5,850,0,1907,47.4874,-122.207
500000,2,1,930,3200,1,0,0,3,7,930,0,1904,47.609,-122.314
870000,4,2.5,3340,12248,2,0,1,3,9,2470,870,1998,47.5858,-122.379
299000,2,1,710,6732,1,0,0,5,6,710,0,1942,47.5151,-122.372
527000,3,2.25,2240,6450,1,0,0,3,7,1440,800,1979,47.7034,-122.315
420000,3,1,1060,7638,1,0,0,5,7,1060,0,1966,47.5941,-122.142
290000,3,2.5,2360,8764,2,0,0,3,8,2360,0,1991,47.2114,-122.009
1.66E+06,4,2.75,3520,19200,1,1,4,4,9,1950,1570,1951,47.525,-122.393
499990,3,1.75,1730,9334,1,0,0,3,8,1220,510,1977,47.6478,-122.113
315000,3,1.75,1170,4000,1,0,0,3,6,720,450,1943,47.5306,-122.354
425000,4,2.25,3680,26266,2,0,0,4,9,3680,0,1981,47.3219,-122.085
630000,3,2.5,2900,46609,2,0,0,3,9,2900,0,1987,47.7731,-122.086
365000,3,1.75,1290,7205,1.5,0,0,3,7,1290,0,1971,47.7329,-122.237
774000,4,2.75,2010,7000,2,0,0,5,8,2010,0,1901,47.6607,-122.396
368888,3,1.5,1490,12186,1,0,0,4,7,1490,0,1950,47.7739,-122.322
339500,4,2.5,1930,7862,2,0,0,3,7,1930,0,1994,47.3644,-122.04
344950,4,1.75,2240,7500,1,0,0,4,7,1120,1120,1956,47.7466,-122.34
450000,3,2,2320,17688,1,0,0,3,8,2320,0,1952,47.4519,-122.363
814950,4,2.75,2990,6626,2,0,0,3,9,2990,0,2014,47.7107,-122.11
299900,4,2.5,2200,5730,2,0,0,3,8,2200,0,2003,47.3482,-122.153
315000,3,2,1500,7828,1,0,0,4,7,1500,0,1967,47.4484,-122.158
880000,3,1.75,3860,9000,1,0,2,3,9,1930,1930,1970,47.7431,-122.29
195000,3,1.5,1430,5200,1,0,0,4,7,1030,400,1977,47.3644,-122.094
910000,5,2.75,3750,8279,2,0,0,3,9,3750,0,2001,47.6039,-122.06
540000,5,2.5,3100,10189,2,0,0,3,8,3100,0,2002,47.738,-121.965
306000,3,2.5,1870,5874,2,0,0,3,7,1870,0,2005,47.3992,-122.163
272000,4,2.25,2040,7600,1,0,0,4,8,1580,460,1978,47.3169,-122.365
1.30E+06,5,3.5,3700,8504,2,0,0,3,8,2750,950,1950,47.669,-122.275
450000,3,1.75,3150,9258,1,0,1,3,8,2370,780,1970,47.5571,-122.08
450000,3,2.5,1990,12793,2,0,0,3,8,1990,0,1993,47.7347,-122.226
310000,4,1,1740,11075,1.5,0,0,3,7,1740,0,1965,47.7458,-122.334
530000,2,2.25,2080,11285,1,0,0,4,8,1180,900,1954,47.3628,-122.147
435000,4,2.5,2060,10125,2,0,0,4,7,1560,500,1979,47.764,-122.262
485000,3,2,1590,11222,1,0,0,4,7,1590,0,1948,47.7762,-122.367
690000,3,1.5,1760,4000,2,0,0,3,8,1760,0,1922,47.6401,-122.32
305000,4,2.5,1620,4000,2,0,0,3,7,1620,0,2008,47.3661,-122.02
300000,3,1.75,1210,7000,1,0,0,3,7,1210,0,1975,47.4572,-122.169
289950,4,3,2040,5050,1,0,0,3,8,1490,550,1993,47.3266,-122.175
575000,3,2.5,2270,9600,2,0,0,3,9,2270,0,1990,47.7388,-122.206
1.82E+06,4,4.5,6640,53330,2,0,0,3,12,6640,0,1993,47.7283,-122.046
219000,3,1.5,1060,9600,1,0,0,4,7,1060,0,1962,47.3229,-122.348
265000,4,3,1940,8170,1,0,0,4,7,1940,0,1948,47.7381,-122.302
1.11E+06,5,3.25,3070,5000,2,0,0,3,9,2050,1020,2006,47.6742,-122.356
200000,3,1,930,7590,1,0,0,3,6,820,110,1943,47.4802,-122.335
545000,4,2.75,2180,8480,1,0,3,4,7,1210,970,1959,47.4961,-122.366
378000,3,2.5,2130,8404,2,0,0,3,8,2130,0,1991,47.4623,-122.13
388000,2,1.75,800,4800,1,0,0,4,6,800,0,1922,47.5559,-122.396
425000,4,2.25,2200,8384,1,0,0,3,7,1250,950,1959,47.753,-122.317
536000,2,1.5,1130,746,2,0,0,3,8,1030,100,2009,47.6684,-122.363
1.18E+06,3,2.5,1970,23180,1,1,4,3,8,1100,870,1937,47.5495,-122.398
629950,3,2.5,1680,1620,2,0,0,3,9,1120,560,2014,47.6425,-122.374
465000,4,1.75,1470,5350,1,0,0,3,7,980,490,1955,47.7048,-122.315
545000,4,2.25,2390,40510,1,0,0,4,8,2390,0,1969,47.7566,-122.113
592000,4,2.5,2300,11165,2,0,0,4,8,2300,0,1979,47.5794,-122.118
446000,4,2,2280,43692,1,0,0,3,7,1140,1140,1957,47.4067,-122.03
375000,3,2.5,1330,816,3,0,0,3,8,1330,0,2004,47.6836,-122.387
632500,5,2.5,2640,7096,2,0,0,3,7,2640,0,2003,47.6827,-122.038
459950,4,1.75,2430,9747,1,0,0,3,8,1780,650,1974,47.7687,-122.276
485000,4,2.5,2470,35073,2,0,0,3,9,2470,0,1989,47.3064,-122.108
255000,3,1,1440,11330,1,0,0,3,7,1440,0,1965,47.4742,-122.265
251750,3,2,1320,7200,1,0,0,5,7,1320,0,1975,47.3947,-122.174
725000,3,2.5,2810,6300,2,0,0,3,8,2810,0,2001,47.6077,-122.02
460000,3,3.25,1370,1194,3,0,0,3,8,1370,0,2005,47.6704,-122.391
625000,3,2.5,2000,6341,1,0,0,5,8,1040,960,1981,47.5639,-122.401
530000,3,1.75,1980,6760,1,0,0,4,8,1980,0,1973,47.6398,-122.113
394950,3,2.5,2050,8172,2,0,0,3,8,2050,0,2002,47.4808,-122.28
324950,4,1.75,2320,9240,1,0,0,3,7,1160,1160,1959,47.4909,-122.257
330000,3,2.25,1960,1985,2,0,0,3,7,1750,210,2003,47.5417,-122.289
220000,4,1.75,1910,8171,1,0,0,3,7,1910,0,1986,47.35,-122.168
685000,3,3.25,2030,11070,2,0,0,4,8,2030,0,1980,47.6478,-122.117
500000,3,2.25,2210,7680,1,0,2,3,8,1730,480,1972,47.7729,-122.389
368000,4,2.75,2610,9426,1,0,0,3,7,1360,1250,1965,47.4435,-122.279
825000,3,2.25,2520,7975,2,0,0,4,9,1550,970,1990,47.6704,-122.183
660000,6,1.75,1840,2774,1,0,0,3,7,1060,780,1900,47.6041,-122.31
253000,3,1.75,1570,7416,1,0,0,4,7,1570,0,1971,47.4117,-122.174
392500,4,2.75,2400,19923,1,0,0,5,7,1320,1080,1953,47.3616,-122.144
605000,3,1.75,1930,5400,2,0,2,3,9,1930,0,1978,47.77,-122.391
215000,3,1,1160,10384,1,0,0,4,6,1160,0,1969,47.3634,-122.027
650000,4,2.5,2820,15000,2,0,0,4,9,2820,0,1985,47.7255,-122.101
877500,4,2,3060,8000,2,0,0,4,8,2040,1020,1922,47.5795,-122.29
232500,3,1,1320,8450,1,0,0,3,6,880,440,1961,47.3278,-122.337
234000,2,2,1200,3624,2,0,0,3,6,1200,0,2003,47.349,-122.025
380000,3,1.75,1560,104108,1,0,0,3,7,1250,310,1970,47.4016,-122.131
420000,5,2.25,3070,64033,1,0,0,3,9,2730,340,1983,47.3238,-122.292
399950,3,1,1040,9600,1,0,0,3,7,1040,0,1978,47.6738,-122.063
256750,3,2.5,1990,8991,1,0,0,3,7,1570,420,1969,47.3939,-122.164
535000,3,2.5,1690,9626,2,0,0,3,8,1690,0,1984,47.5647,-122.092
515000,3,2,1810,2738,2,0,0,4,9,1810,0,1979,47.6112,-122.115
770000,4,1.75,2520,8442,1,0,0,4,7,1640,880,1953,47.6317,-122.205
256000,3,2.5,1570,5113,1,0,0,3,7,1090,480,1996,47.3327,-122.29
489900,3,1,1680,8910,1,0,0,4,7,1680,0,1940,47.7011,-122.375
165000,3,1.5,1250,7200,1,0,0,4,7,1250,0,1978,47.3678,-122.282
220000,3,1.5,1280,7742,1,0,0,4,7,1280,0,1962,47.3947,-122.197
575000,4,2.5,4620,20793,2,0,0,4,11,4620,0,1991,47.2929,-122.342
